id,parking,bathrooms,bedrooms,seller,location,status,area,planta,lift,pool,pozo,terraza,lobby,balcon,jacuzzi,gimnasio,price,price_per_m2,area_per_br
/apartamentos-venta-y-alquiler-piantini/1282404/,2,3.5,3,Mario Alberto Aquino,Piantini,Used,235,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,340000,1446.8085106382978,78.33333333333333
/apartamentos-venta-y-alquiler-piantini/1284703/,2,3.5,3,Innova By Bello Jaquez,Piantini,Used,320,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,395000,1234.375,106.66666666666667
/apartamentos-venta-piantini/1281335/,2,2.5,2,Aurelio Marmolejos,Piantini,Used,139,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,215000,1546.7625899280577,69.5
/apartamentos-venta-piantini/1280727/,3,3.5,3,Vidalpe Inmobiliaria,Piantini,Used,185,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,375000,2027.027027027027,61.666666666666664
/apartamentos-venta-piantini/1172082/,4,3.5,3,Remax Metropolitana,Piantini,Used,383,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,545000,1422.976501305483,127.66666666666667
/apartamentos-venta-piantini/1260027/,NA,2.5,2,Premium Real Estate,Piantini,Building,125,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,298750,2390,62.5
/apartamentos-venta-y-alquiler-piantini/1283257/,2,1,2,Juriluz,Piantini,New,160,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,285000,1781.25,80
/apartamentos-venta-piantini/1284037/,3,3.5,3,Taty Fontbernard,Piantini,Used,215,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,355000,1651.1627906976744,71.66666666666667
/apartamentos-venta-piantini/1281817/,3,3.5,3,Inmobiliaria Grupal,Piantini,Used,185,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,360000,1945.945945945946,61.666666666666664
/apartamentos-venta-piantini/1283536/,2,3.5,3,Ginebra Realty Group,Piantini,Used,190,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,345000,1815.7894736842106,63.333333333333336
/apartamentos-venta-piantini/1269004/,2,3.5,3,Ginebra Realty Group,Piantini,Used,201,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,350000,1741.2935323383085,67
/apartamentos-venta-piantini/1283251/,3,3.5,2,Mega Inmobiliaria,Piantini,Used,142,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,335000,2359.154929577465,71
/apartamentos-venta-y-alquiler-piantini/1235848/,3,3.5,3,Remax Blu,Piantini,Used,240,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,375000,1562.5,80
/apartamentos-venta-piantini/1281944/,2,2.5,2,Sole Mare Investments Group,Piantini,New,130,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,325000,2500,65
/apartamentos-venta-y-alquiler-piantini/1266299/,5,4.5,4,Seekers Inmobiliaria,Piantini,Used,514,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,825000,1605.058365758755,128.5
/apartamentos-venta-piantini/1276485/,3,3.5,3,SDQ Propiedades,Piantini,Used,280,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,725000,2589.285714285714,93.33333333333333
/apartamentos-venta-piantini/1276486/,5,3.5,3,SDQ Propiedades,Piantini,Used,392,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,775000,1977.0408163265306,130.66666666666666
/apartamentos-venta-piantini/1279842/,2,3.5,3,Remax Blu,Piantini,Used,231,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,265000,1147.186147186147,77
